id,age,household_income,weight,height,children,happiness,fitness,food_expenses,alcohol_expenses,tattoos,rhine_swimming,data_use,consultations,anual_hiking_hours,sex,education,confession,fasnacht_active,eye_correction
bas_VUJCF,59.5,7300,99.1,192,1,5,4,509,25,6,6,93,5,93,male,apprenticeship,catholic,no,no
bas_EQDWV,66.1,6200,65,183.8,1,8,4,373,17,0,0,72,5,40,female,SEK_II,catholic,no,no
bas_ZDBSA,37.8,8e3,76.5,175.9,2,5,6,375,57,0,2,80,3,31,male,SEK_III,confessionless,no,yes
bas_VFSAG,38.1,7900,82.5,155.2,1,6,3,510,35,0,2,110,2,95,female,apprenticeship,catholic,no,yes
bas_FLXEC,20.3,8800,88.5,166.2,1,6,6,435,44,0,1,82,2,79,male,SEK_III,confessionless,no,no
bas_ZUUMF,63.3,8500,64.6,183.9,1,6,6,479,0,0,6,92,3,60,female,apprenticeship,muslim,no,yes
bas_CWXYG,27.9,6100,71,175.5,0,6,7,461,50,0,8,72,4,63,male,SEK_III,catholic,no,yes
bas_IEONB,37.7,7700,64.1,168,1,6,7,450,43,5,3,105,4,41,female,apprenticeship,confessionless,no,yes
bas_IEGQZ,66.2,7900,53,162.2,4,9,2,456,22,0,4,91,6,66,female,obligatory_school,confessionless,no,no
bas_BWPBE,26.8,6500,92.2,168.9,2,9,8,327,72,0,6,96,5,39,male,SEK_III,catholic,yes,no
bas_XDGZC,71.6,7400,69,170.2,2,9,3,515,18,1,4,83,5,3,female,obligatory_school,catholic,no,yes
bas_AGBKJ,38.7,7400,86.8,146.1,3,7,5,294,38,0,1,90,5,75,female,apprenticeship,evangelical-reformed,no,yes
bas_ZLTPC,66.1,8500,64,162.7,1,9,4,433,10,4,5,106,5,58,female,SEK_III,evangelical-reformed,no,yes
bas_AFILK,40.7,9400,67.3,170.6,3,9,8,466,39,4,2,106,3,103,male,obligatory_school,catholic,no,yes
bas_AMEVY,27,6700,89,159,2,8,5,427,0,3,8,93,4,65,male,SEK_III,confessionless,no,no
bas_ZZOTV,52.4,7400,75.6,174.6,3,6,4,493,48,2,5,87,4,27,male,SEK_III,evangelical-reformed,no,no
bas_PHNAZ,22.3,6700,44.9,152.5,3,5,7,502,0,6,4,81,3,71,female,apprenticeship,catholic,no,yes
bas_FHGRG,61,7300,67.6,160.1,1,9,4,375,0,2,9,58,1,88,male,SEK_III,catholic,no,no
bas_PBVCD,45.9,7600,68.5,169.1,3,9,5,408,19,0,5,58,5,69,female,apprenticeship,evangelical-reformed,no,no
bas_OMPII,59.7,5800,69.6,169.2,0,9,4,424,0,0,4,57,1,46,male,apprenticeship,catholic,no,yes
bas_MRLCK,38.2,4900,100.4,189.8,1,7,5,304,35,4,0,92,4,60,male,apprenticeship,confessionless,no,no
bas_CVXDS,55.8,7400,61.9,151.1,2,7,5,375,13,0,0,65,7,93,female,SEK_III,catholic,yes,yes
bas_KBTSS,29.3,7200,66.4,168.4,4,6,7,536,18,1,3,70,7,60,female,apprenticeship,catholic,no,no
bas_DDJWR,52.6,6100,55.3,165.1,5,6,4,497,17,7,4,52,5,58,female,obligatory_school,catholic,no,yes
bas_RUARM,45.1,8200,64.5,173.5,1,9,5,425,53,0,2,82,1,30,male,SEK_III,catholic,no,no
bas_PTMWZ,35.3,8900,79.4,189.6,1,9,8,363,0,0,5,53,1,38,male,SEK_II,muslim,no,yes
bas_JYYXA,66.1,6800,80.7,151.1,1,9,4,341,41,0,7,107,1,113,male,apprenticeship,evangelical-reformed,no,no
bas_SVPVH,41.1,7400,62.6,165.3,1,9,6,346,12,2,3,107,2,73,female,apprenticeship,catholic,no,yes
bas_SKQSO,24.1,8e3,75.2,149.3,3,9,6,301,25,5,3,78,5,52,female,SEK_III,catholic,no,yes
bas_KMYVB,54.3,6800,68.7,168.5,1,5,5,440,36,0,8,54,7,61,female,SEK_III,evangelical-reformed,no,yes
bas_YDGQS,66.1,9e3,98.3,166.2,1,9,4,334,29,2,2,76,4,0,male,SEK_III,evangelical-reformed,no,yes
bas_PDFEE,25,9300,62.8,171.1,1,7,5,462,0,5,6,78,3,99,female,SEK_III,catholic,no,yes
bas_FQHEG,57.5,5100,78.5,184.7,2,5,3,435,40,3,7,107,3,92,male,apprenticeship,confessionless,no,no
bas_AFRTO,57.3,5600,73.2,148.5,1,7,7,406,21,6,2,100,5,66,female,apprenticeship,catholic,no,yes
bas_ZZMFO,39.9,6600,66,159.4,1,7,3,461,0,8,4,76,6,11,female,SEK_III,catholic,no,yes
bas_YMVBK,36.2,6800,85.2,180.1,2,9,3,397,28,5,2,95,4,33,male,SEK_III,confessionless,no,yes
bas_YKYBU,53.1,6100,99.7,181.9,0,9,8,351,0,5,6,83,5,34,male,apprenticeship,other,no,yes
bas_PZFGQ,66.1,7900,98.7,188.2,4,5,2,488,0,0,3,79,3,51,male,apprenticeship,catholic,no,no
bas_DHPHV,77.6,6100,60.9,182.6,1,6,6,515,0,0,6,55,8,43,female,SEK_III,catholic,yes,yes
bas_ALEKV,58.7,7600,53.8,177.5,1,9,3,637,11,0,3,95,4,55,female,SEK_III,confessionless,no,no
bas_FGILV,18.8,7200,66.8,166.2,1,6,5,386,25,3,7,84,5,65,female,apprenticeship,evangelical-reformed,no,no
bas_GHWNE,48.4,8600,81,177.5,3,5,6,344,44,1,7,43,3,49,male,obligatory_school,evangelical-reformed,no,yes
bas_KGRYI,66.1,4200,71.5,172.4,0,9,5,468,19,0,3,70,7,65,female,SEK_III,catholic,no,no
bas_HVRXP,33.4,7300,65.8,157.9,2,5,7,362,15,0,3,95,4,43,female,SEK_III,confessionless,no,yes
bas_WFEDX,50.7,6100,65.2,166.3,2,9,6,455,20,1,6,114,2,51,female,SEK_III,confessionless,no,yes
bas_UYWIS,34.8,5600,73.7,170,2,6,8,382,19,8,1,99,7,85,female,apprenticeship,muslim,no,yes
bas_GYTKD,36.5,6400,80.5,162.4,1,8,6,344,19,0,4,64,10,45,female,apprenticeship,confessionless,no,no
bas_UFBTF,22.5,6600,56.4,163.3,1,8,1,304,22,2,1,98,3,81,female,apprenticeship,catholic,no,no
bas_GITQN,30.9,7500,64.4,166.1,1,7,3,437,0,7,3,72,3,63,female,obligatory_school,confessionless,no,no
bas_JYXNM,61.1,7900,73.7,148.8,1,6,2,562,13,2,5,81,6,56,female,apprenticeship,catholic,no,no
bas_PYTVQ,35.6,8500,96.9,184.1,1,5,8,402,46,4,3,76,5,4,male,obligatory_school,confessionless,no,yes
bas_MZDCO,32.3,5700,77.6,176.9,1,7,5,470,38,0,3,85,2,72,male,SEK_III,confessionless,no,no
bas_QBJAI,66.1,6600,86.6,187.8,4,8,6,322,26,3,1,98,1,42,male,SEK_III,evangelical-reformed,no,no
bas_GRUIE,75.9,7200,63.7,161.6,3,7,3,538,37,3,6,71,4,54,female,SEK_III,catholic,no,yes
bas_YLRRK,52.7,7800,92.5,170.6,2,7,1,378,46,1,4,98,1,90,male,SEK_III,catholic,no,yes
bas_EBKKB,39.1,4800,88.4,156.9,2,9,5,568,0,8,3,77,5,29,male,apprenticeship,confessionless,no,no
bas_OJWXO,36.6,7500,66.2,160.3,3,9,4,456,17,0,2,92,7,43,female,apprenticeship,confessionless,no,no
bas_HWTXZ,77.1,7500,76.6,159.1,3,7,8,418,15,0,5,81,5,77,female,apprenticeship,evangelical-reformed,no,no
bas_KGKGE,39.8,6500,70.5,161.9,2,9,3,324,42,0,2,85,5,26,male,apprenticeship,catholic,no,yes
bas_AZKPQ,21.8,8500,68.6,181.2,1,9,5,538,23,1,3,111,5,100,female,apprenticeship,catholic,no,no
bas_JRHZY,43.4,9200,69.9,190.2,2,9,2,394,66,0,2,79,4,0,male,SEK_II,confessionless,no,yes
bas_AAMIL,67.6,6700,56.1,150.7,0,5,3,548,24,0,7,100,6,79,female,apprenticeship,evangelical-reformed,no,yes
bas_PPXIV,66.1,7200,68.8,182.8,1,6,7,383,35,0,0,64,3,114,male,apprenticeship,catholic,no,no
bas_VZAXI,41.5,7200,77.1,158.4,2,6,5,379,32,0,7,96,8,49,female,apprenticeship,catholic,no,no
bas_HHCRW,35.6,7e3,54.8,177.7,2,10,3,385,31,3,4,73,1,57,female,SEK_III,other,no,no
bas_EHTIX,50.3,5700,76.7,146.9,1,7,3,349,25,0,1,98,7,53,female,SEK_III,catholic,no,yes
bas_RMKWI,36.3,7e3,75,168.6,1,6,6,246,22,9,6,92,6,67,female,SEK_III,confessionless,no,no
bas_WLWDQ,44.9,7700,77.1,165.1,1,9,6,573,28,0,4,95,6,49,female,SEK_II,evangelical-reformed,no,yes
bas_CXWLF,28.9,8200,61.6,163.3,3,6,6,292,44,0,4,115,6,58,female,SEK_III,confessionless,no,no
bas_DXPAW,51.7,6600,62.8,157.6,1,6,4,458,0,1,4,79,5,38,female,SEK_III,other,no,no
bas_ZRMCE,64.6,6100,62.8,173.9,1,9,7,398,28,0,4,87,5,81,female,apprenticeship,catholic,no,yes
bas_JOPXU,24,7800,52.3,187.5,1,9,10,487,25,0,0,89,1,104,male,SEK_III,confessionless,no,yes
bas_KUMBH,53.5,7e3,80.7,184.9,1,7,7,322,14,2,8,65,3,88,male,apprenticeship,evangelical-reformed,no,yes
bas_SKTVB,29,6700,94.9,164.7,1,6,4,459,0,0,4,91,2,81,male,SEK_III,confessionless,no,yes
bas_CCFGD,25.4,7600,60.8,187.4,1,6,6,363,36,2,7,82,5,68,female,apprenticeship,catholic,no,no
bas_TRASE,44.1,6700,93.9,182,1,7,10,491,30,0,5,91,1,42,male,obligatory_school,confessionless,no,no
bas_GAIWD,48.1,7100,83.2,178.4,1,9,6,293,48,5,3,77,7,54,male,apprenticeship,other,no,no
bas_CEEQN,89.7,5900,86.9,185.5,1,9,4,459,36,0,5,115,0,69,male,SEK_III,confessionless,no,yes
bas_OOZZB,54.3,5900,87.9,178.6,4,8,5,347,63,0,3,91,6,79,male,obligatory_school,catholic,no,yes
bas_PCEHB,41.9,7500,54.4,185.2,2,7,3,341,40,1,4,82,7,45,female,obligatory_school,other,no,yes
bas_NXEKZ,67.4,5700,107.5,161.8,1,8,7,317,46,6,4,123,2,58,male,SEK_III,evangelical-reformed,no,no
bas_XDWSF,26,5500,71.5,165.9,4,8,3,444,18,0,4,105,1,67,female,SEK_III,confessionless,no,yes
bas_LVULN,19.4,1e4,52.8,158,3,9,5,642,33,0,3,77,2,44,female,apprenticeship,muslim,no,yes
bas_BUTKE,26.6,8e3,89.2,196.1,2,6,3,415,23,6,4,74,5,66,male,SEK_III,confessionless,no,yes
bas_DEDMM,27.2,5800,67.1,160.8,2,9,7,420,11,8,5,90,1,75,female,apprenticeship,evangelical-reformed,no,yes
bas_NSXOR,52.4,5200,67,157.8,2,8,9,424,11,5,2,115,3,81,female,apprenticeship,catholic,no,no
bas_EYKFU,21.2,5900,75.7,197.6,2,6,5,466,0,8,2,124,3,68,male,apprenticeship,catholic,no,yes
bas_XCWAN,66.1,7900,99.2,177.4,2,9,7,453,26,8,0,99,3,26,male,obligatory_school,catholic,no,yes
bas_AKOZD,23.9,8800,86,172.2,1,7,2,359,0,0,0,131,1,57,male,apprenticeship,catholic,no,no
bas_JADXO,43,7700,61.6,165.9,0,7,4,380,19,0,5,89,3,88,female,apprenticeship,catholic,no,no
bas_IFPYT,32.5,8100,89.7,170.3,0,6,4,522,17,0,5,84,3,2,male,apprenticeship,catholic,no,no
bas_ILGJL,55.5,4200,78.5,163.2,3,9,4,376,41,1,3,93,9,52,female,SEK_III,catholic,no,yes
bas_HCOTU,45.4,8500,112.6,173.4,1,7,5,423,45,0,3,97,3,101,male,SEK_III,evangelical-reformed,yes,no
bas_HHHJH,25,7200,78.5,166,1,8,6,430,24,4,4,100,4,77,female,SEK_III,catholic,no,no
bas_OXDVX,66.1,7200,84.7,173.3,3,6,2,343,41,0,0,61,2,106,male,SEK_III,catholic,no,yes
bas_XEBGC,42.4,5500,64.2,179.4,1,7,6,284,24,0,3,93,6,59,female,apprenticeship,other,no,yes
bas_IVTJQ,40.4,7300,70.7,176.7,1,9,4,373,25,4,9,83,3,51,female,apprenticeship,evangelical-reformed,no,no
bas_KYEZQ,27.7,7100,74.9,161.5,4,8,8,350,0,0,5,84,1,79,male,SEK_III,confessionless,no,yes
bas_QLWUS,41.1,6e3,69,179.8,0,6,3,397,29,6,7,53,1,55,male,apprenticeship,catholic,no,yes
bas_ORGXB,66.1,8200,79,175.7,1,6,2,511,0,0,6,98,3,84,male,SEK_III,confessionless,no,yes
bas_ZCKAD,38.5,5500,66.1,156.5,2,6,7,555,12,2,11,118,3,48,female,apprenticeship,catholic,no,yes
bas_EKBKH,87.9,5800,70.3,167,1,8,4,434,43,0,3,59,1,52,female,SEK_III,other,no,no
bas_EDPNC,62.5,7600,56.7,175,1,7,6,386,26,0,2,65,4,66,female,apprenticeship,evangelical-reformed,no,yes
bas_DFTFO,32.7,7e3,54.2,167.5,2,6,3,595,44,3,6,107,5,34,female,SEK_III,confessionless,no,yes
bas_UKZVJ,52.5,8e3,69.8,185,1,10,9,530,18,4,5,80,2,64,female,obligatory_school,evangelical-reformed,no,no
bas_XGSUJ,28.3,7600,70.1,156.3,1,9,2,350,26,0,5,94,6,50,female,SEK_III,catholic,no,yes
bas_XLQHS,66.1,8400,69.7,171.7,2,9,7,365,21,0,2,50,2,65,female,SEK_II,confessionless,no,no
bas_INDGR,27.6,8700,63.8,174.6,0,9,6,370,11,0,1,104,2,113,female,apprenticeship,catholic,no,yes
bas_HMDMU,66.1,8e3,56.6,173.8,1,7,2,459,27,0,4,74,4,43,female,obligatory_school,muslim,no,no
bas_NVHWQ,80,7900,87.3,180.6,2,8,4,447,52,0,3,102,3,51,male,SEK_III,evangelical-reformed,no,yes
bas_KFSIW,35.8,8e3,88,189.4,3,9,5,381,22,0,4,97,5,111,male,SEK_III,catholic,no,yes
bas_EHUBY,36.5,6700,56.6,151.8,1,7,6,528,0,1,3,107,7,66,female,apprenticeship,catholic,no,yes
bas_DXUTK,47.5,7500,95.7,183.2,1,6,7,285,55,4,8,64,1,43,male,SEK_III,confessionless,no,no
bas_QSNBS,34.9,7100,87.1,181.3,3,9,7,421,62,0,6,102,3,39,male,SEK_III,confessionless,yes,yes
bas_EEHBY,30.1,6600,93.3,185,2,8,6,359,53,2,8,83,2,57,male,SEK_III,evangelical-reformed,no,no
bas_DTIRN,36.5,5100,75.3,175.9,2,6,4,351,49,4,4,122,3,38,male,apprenticeship,catholic,no,yes
bas_YHLRC,29,7700,59.6,157.5,3,8,8,492,22,0,4,92,3,78,female,obligatory_school,evangelical-reformed,no,yes
bas_ZNZZR,47.8,5e3,61.3,168.3,1,7,3,411,20,0,6,107,5,58,female,apprenticeship,evangelical-reformed,no,yes
bas_DFNTL,44,7200,54.8,157.2,4,9,8,497,17,0,0,77,4,68,female,apprenticeship,other,no,yes
bas_XQRIB,42.5,6400,58.6,153.5,1,7,4,525,0,0,3,111,9,90,female,obligatory_school,catholic,no,yes
bas_IFYEP,60.8,7700,64.8,170.7,3,6,4,322,11,0,8,110,5,40,female,apprenticeship,catholic,no,no
bas_WGLIR,64.6,6300,62.5,139.5,3,9,2,462,13,0,10,65,6,74,female,SEK_II,evangelical-reformed,no,no
bas_ISCHJ,22.3,8100,65.5,184.4,0,7,7,431,34,0,6,79,2,50,female,SEK_III,catholic,no,no
bas_LRVMF,66.1,8100,67.8,177.7,1,9,4,287,59,0,5,86,5,11,male,apprenticeship,confessionless,no,yes
bas_CPEFL,20,8700,97.1,181,2,8,3,499,52,6,7,107,4,53,male,SEK_III,evangelical-reformed,no,no
bas_KVUCP,66.1,7400,103.1,191.4,4,9,7,347,42,1,7,99,2,21,male,obligatory_school,evangelical-reformed,no,no
bas_AXYFJ,73.3,8500,62,172,0,9,5,475,25,0,4,66,5,90,female,SEK_III,confessionless,no,no
bas_HFWYX,31.8,7700,75.4,156,1,5,8,361,21,3,9,39,3,59,female,SEK_III,catholic,no,yes
bas_EEZLR,51.3,6100,54.7,150.1,2,8,7,450,13,1,6,63,4,60,female,SEK_III,evangelical-reformed,no,yes
bas_ZTZVE,63.6,6300,98.2,179.2,1,9,6,434,39,5,5,95,5,46,male,SEK_III,catholic,no,yes
bas_USZXP,44.2,7200,87.7,167.4,1,8,7,443,0,0,4,79,5,88,male,SEK_III,confessionless,no,no
bas_AEHYT,59.4,6500,64,167,1,5,8,472,33,0,3,52,4,58,female,SEK_III,catholic,no,yes
bas_DNOBX,77.5,7800,58,168.2,0,8,6,292,34,1,7,94,3,76,female,apprenticeship,catholic,no,no
bas_VUFCM,18.3,7600,86.5,159.7,3,5,3,497,49,4,0,105,4,10,male,SEK_III,catholic,no,yes
bas_YSFLK,37.8,6700,67.5,174.2,3,8,6,447,11,0,6,75,7,82,female,apprenticeship,confessionless,no,yes
bas_UNNID,39.1,5900,56.3,148,1,8,4,561,10,0,5,107,3,81,female,obligatory_school,confessionless,no,no
bas_RVXEO,25.2,7e3,86.9,162.2,1,9,4,589,36,7,5,114,3,49,male,SEK_III,other,no,no
bas_ZVZVX,44.1,9200,82.4,164.8,0,7,4,365,0,0,0,86,6,75,male,SEK_III,other,no,yes
bas_WNAKT,60,8e3,66.7,142.1,3,9,5,469,13,0,6,78,1,70,female,SEK_III,confessionless,no,no
bas_GDZFQ,44.6,5800,93.8,165,3,9,6,473,11,6,7,104,3,73,male,SEK_III,confessionless,yes,no
bas_UUROQ,40.3,5600,65.2,161.8,3,9,9,348,0,0,1,62,3,60,female,apprenticeship,catholic,no,yes
bas_AGUIG,48.1,9400,48.6,172.3,2,9,4,584,28,4,3,91,5,46,female,apprenticeship,catholic,no,no
bas_MLBKF,41.1,5500,79.5,157.4,0,9,6,471,26,0,2,70,6,62,female,apprenticeship,confessionless,no,yes
bas_UKYXA,66.1,7600,95.4,167.9,1,7,6,372,38,0,0,60,2,87,male,obligatory_school,catholic,no,no
bas_VEQXM,19.3,8800,89,177.5,2,9,8,399,0,5,4,82,5,55,male,SEK_III,catholic,no,yes
bas_JRMOI,54.2,9300,87.5,172.5,2,9,3,614,61,4,7,35,4,60,male,SEK_II,confessionless,no,yes
bas_TRSHY,44.9,6300,62.1,180.6,2,9,4,481,0,0,3,59,3,71,female,obligatory_school,evangelical-reformed,no,yes
bas_KOYYG,44,7600,73.6,155.3,2,7,3,457,15,0,7,88,3,71,female,SEK_III,other,no,no
bas_NEGUU,30.6,6e3,72.7,186.1,0,7,8,318,10,0,8,78,4,93,female,apprenticeship,catholic,no,yes
bas_OXUIF,66.4,6300,64.9,170.1,1,7,4,549,18,5,6,93,5,64,female,SEK_III,evangelical-reformed,no,yes
bas_NUZRE,48.8,6300,61.2,180,2,9,5,571,11,0,7,78,4,54,male,obligatory_school,evangelical-reformed,no,yes
bas_HSMEQ,48.2,5400,62.3,170.8,1,9,7,458,33,0,0,125,3,63,female,apprenticeship,evangelical-reformed,no,yes
bas_FARLR,38.6,9800,59.3,168.1,0,5,5,441,31,0,4,111,4,54,female,obligatory_school,catholic,no,no
bas_QFNWS,25.2,4600,73,150.2,2,6,4,418,40,1,3,91,5,86,female,apprenticeship,evangelical-reformed,no,yes
bas_ADQLQ,24.7,7200,102.7,180.4,3,9,4,356,27,0,4,69,5,87,male,apprenticeship,evangelical-reformed,no,yes
bas_HUGFX,24,7800,80.1,198.7,1,8,7,509,43,0,7,104,1,55,male,SEK_III,catholic,no,yes
bas_ETPGJ,86,5300,101.6,169.8,0,7,2,527,6,0,7,104,5,0,male,SEK_III,evangelical-reformed,no,yes
bas_HPMHJ,66.1,7400,87.8,176,4,9,5,537,12,3,3,125,3,39,male,SEK_III,evangelical-reformed,no,yes
bas_ALJVH,30.5,7500,51.6,168.6,2,7,5,438,0,4,4,126,8,58,female,apprenticeship,catholic,no,yes
bas_EYYQC,58.3,6300,54.1,165.1,1,7,10,353,5,1,3,113,4,58,female,SEK_II,confessionless,no,yes
bas_CHZBE,48.8,7200,96.5,183.4,2,8,1,309,64,0,4,78,2,31,male,SEK_III,confessionless,no,yes
bas_XJYVK,66.1,6100,57.8,165.6,1,6,3,329,52,2,5,73,6,53,female,apprenticeship,catholic,no,no
bas_FWLXJ,46.9,7800,61.9,140.1,1,5,7,440,26,0,0,43,7,75,female,SEK_II,catholic,no,yes
bas_AOFQP,66.1,6100,89.9,170.2,3,7,6,481,19,0,3,117,2,103,male,apprenticeship,evangelical-reformed,no,no
bas_KFCTT,44.8,7300,87.3,190.7,2,5,4,314,0,0,1,83,3,60,male,obligatory_school,muslim,no,yes
bas_GRHDH,49.2,9200,62.7,180.6,3,9,2,474,43,0,4,100,4,38,male,SEK_III,catholic,no,yes
bas_IROQX,32.2,7200,92.1,176,1,9,3,354,55,10,4,92,3,73,male,SEK_III,catholic,no,yes
bas_VRKCY,33.4,7600,91.9,178.2,1,8,7,422,27,0,5,118,3,79,male,SEK_III,catholic,no,yes
bas_XGHUB,38.1,5300,72,180.3,1,8,6,476,60,7,5,85,2,51,male,SEK_III,catholic,no,yes
bas_SNREO,32.6,5500,105.5,166.9,2,8,7,452,31,0,7,65,3,45,male,SEK_III,evangelical-reformed,yes,yes
bas_ZFZUR,62.4,5900,62.4,165.5,1,6,6,577,27,5,0,93,9,60,female,obligatory_school,catholic,no,yes
bas_DGDHD,56.4,6300,77.7,174.7,0,9,6,356,28,4,5,85,3,11,male,SEK_III,other,no,yes
bas_ECONI,66.1,6500,85.1,199.5,0,5,5,304,27,0,1,105,2,78,male,apprenticeship,catholic,no,no
bas_AHDUF,66.1,8400,65.7,162,3,6,7,467,31,0,7,112,3,60,female,apprenticeship,catholic,no,yes
bas_ZMGFE,64.9,6800,84.2,177.6,2,7,4,535,0,0,5,68,6,83,male,apprenticeship,confessionless,no,yes
bas_SNVOJ,33.3,8300,53.1,159.9,1,6,4,440,23,0,2,89,1,62,female,SEK_III,catholic,no,yes
bas_KORPX,51.9,6800,61.7,172.6,1,9,3,585,22,0,8,78,8,79,female,apprenticeship,confessionless,no,yes
bas_CBNAX,64.4,8300,80.3,162.3,1,5,5,462,0,0,5,64,5,33,female,SEK_III,catholic,no,yes
bas_AWOVZ,66.1,6e3,93.6,191.5,2,7,7,409,0,5,11,113,2,93,male,SEK_III,confessionless,no,no
bas_LFSLX,53.9,7400,72.6,184.2,1,9,4,367,34,0,7,87,5,64,female,apprenticeship,catholic,no,no
bas_XPKJR,68.4,7800,72.6,161.4,1,5,2,434,0,2,2,101,5,37,female,apprenticeship,catholic,no,yes
bas_BFOET,60.5,5100,78.4,175.7,3,9,3,355,38,2,3,71,5,136,male,SEK_III,confessionless,no,yes
bas_EFZBC,47.4,6400,72.8,158.1,3,7,4,453,21,0,6,94,8,57,female,SEK_II,catholic,no,yes
bas_XBMMY,69.6,4100,54.4,164.9,1,8,8,534,38,0,2,56,5,44,female,SEK_III,confessionless,no,yes
bas_FLBQA,52.6,7300,69.2,157.2,1,7,4,501,0,9,7,82,5,52,female,apprenticeship,catholic,no,yes
bas_TYZOS,35.6,6700,68.9,193,2,7,6,539,34,0,3,97,5,92,female,SEK_III,evangelical-reformed,no,no
bas_KOGWI,22.8,6500,75.9,187.1,2,9,8,619,57,4,4,117,3,60,male,obligatory_school,catholic,no,yes
bas_OXZQH,54.7,6700,64.4,164.2,2,7,5,467,14,3,2,98,6,66,female,SEK_II,evangelical-reformed,no,yes
bas_SNRLJ,47,5500,67.4,163.7,2,6,7,470,0,0,4,86,7,38,female,SEK_III,catholic,no,yes
bas_NBLRX,71.9,5500,58.6,164.1,1,6,4,455,0,0,6,88,5,63,female,apprenticeship,other,no,yes
bas_SJZCX,63,5900,74.9,171,1,9,3,336,12,0,3,96,7,31,male,apprenticeship,confessionless,no,yes
bas_LWLTS,58.1,7500,48.9,171.4,2,9,8,468,11,4,4,99,8,69,female,apprenticeship,catholic,no,yes
bas_OTTTC,38.7,7200,62.8,163.1,2,9,4,511,24,0,6,101,5,104,female,SEK_III,confessionless,no,no
bas_XWAME,52.2,9e3,67.4,160.1,3,5,5,332,23,0,4,89,7,52,female,obligatory_school,catholic,no,no
bas_SEETR,52.4,7300,59.1,188.1,4,7,9,408,61,0,8,98,4,65,male,SEK_III,confessionless,no,yes
bas_GBDOX,50.1,9600,59.5,158.4,2,8,5,388,24,0,0,67,6,44,female,apprenticeship,evangelical-reformed,no,no
bas_AQJPG,52.7,6800,92.6,160.8,2,9,0,540,38,0,7,118,5,5,male,SEK_III,confessionless,no,no
bas_TGFXI,70.2,6500,85.7,185.4,1,9,6,343,51,0,6,100,4,111,male,apprenticeship,muslim,no,no
bas_LJOLI,33.1,5300,71.4,173.7,1,9,3,361,64,0,2,61,2,65,male,SEK_III,catholic,no,yes
bas_ATRZI,74.3,7600,65.7,182.1,2,9,7,394,0,5,0,68,5,58,female,apprenticeship,other,no,yes
bas_PWFTK,66.7,9200,67.9,161.8,2,6,4,374,30,0,6,115,2,77,female,apprenticeship,catholic,no,yes
bas_YZPSM,50,6800,64.9,160.7,0,7,3,516,18,0,7,88,2,77,female,obligatory_school,evangelical-reformed,no,no
bas_FMEEH,58.5,5400,67.5,166.5,1,9,5,478,6,0,6,96,7,69,female,apprenticeship,confessionless,no,no
bas_QINOX,37.7,7500,60,162.9,3,9,2,445,28,2,6,65,8,64,female,obligatory_school,catholic,no,yes
bas_FYMRM,54.3,9400,66.6,184.5,0,8,5,303,53,0,1,66,3,43,male,apprenticeship,confessionless,no,no
bas_CDERI,37.3,7900,75.6,162.1,2,5,5,356,0,3,0,86,3,65,male,SEK_III,catholic,no,no
bas_SWLDV,27.6,7200,55.6,163.3,2,7,4,432,22,1,7,102,5,84,female,apprenticeship,other,no,no
bas_ENDFJ,52.1,8600,61.3,178.3,0,5,8,468,38,0,4,79,4,55,female,apprenticeship,catholic,no,yes
bas_NHFNK,36.5,5700,42,155.5,3,8,4,386,19,0,7,79,8,61,female,SEK_II,other,no,yes
bas_QVCUY,52.7,8800,84.7,166.7,2,7,3,436,61,6,3,51,3,82,male,SEK_III,evangelical-reformed,no,yes
bas_AXFEZ,38.2,7100,78.1,172.7,3,6,6,517,11,0,4,84,2,44,male,apprenticeship,catholic,yes,yes
bas_MZFDZ,48.5,6400,91.3,179.8,1,6,6,393,3,8,1,77,2,78,male,SEK_III,catholic,no,no
bas_ZFVZO,42.1,7900,115.9,167.7,2,7,4,515,17,2,5,89,2,6,male,apprenticeship,catholic,no,no
bas_XBDYV,24.5,6400,85.2,163.9,1,9,5,368,59,0,3,80,1,48,male,apprenticeship,catholic,no,yes
bas_PDCAF,69.2,7300,64.3,163.6,3,9,9,461,0,0,3,107,5,32,female,SEK_II,confessionless,no,no
bas_AZCHZ,54.6,7400,82.7,187.4,1,9,4,512,45,5,0,60,2,77,male,apprenticeship,catholic,no,yes
bas_ADVRV,65.8,7900,61,160.1,1,7,7,558,34,0,9,96,4,62,female,obligatory_school,catholic,no,yes
bas_VNOOE,65.3,5400,48.8,143,2,6,4,393,19,0,3,84,7,82,female,apprenticeship,evangelical-reformed,no,yes
bas_YLTYY,51.1,8400,89.3,154.8,1,6,6,407,30,0,1,90,2,60,male,apprenticeship,muslim,no,no
bas_YOFJL,34.6,7700,82,175.1,2,9,2,403,0,0,3,59,2,61,male,SEK_III,confessionless,no,yes
bas_KUAOF,43.4,5e3,93.2,163.9,1,9,2,406,62,0,6,80,5,48,male,SEK_III,evangelical-reformed,no,no
bas_HYHEV,56,6600,61.1,176.1,1,6,8,601,29,7,2,87,4,62,female,apprenticeship,evangelical-reformed,no,no
bas_CBIHO,38,6500,71.1,174,3,7,5,436,56,0,7,88,1,54,male,apprenticeship,evangelical-reformed,no,yes
bas_XKIQT,38.1,4800,63.1,156.3,2,7,3,344,19,0,0,90,8,42,female,SEK_III,confessionless,no,yes
